t_ms,V1,V2,Vcm,Vdiff,Vout
620,2.5465986694526,1.66146617096266,2.10403242020763,0.885132498489942,0.896957484555366
640,2.54796422269936,1.66194877145496,2.10495649707716,0.886015451244395,0.894972913688157
660,2.54931721924944,1.66244156338153,2.10587939131548,0.886875655867909,0.898556488637273
680,2.55065735100671,1.66294478196991,2.10680106648831,0.887712569036805,0.897113417255299
700,2.55198431727888,1.66345865514009,2.10772148620948,0.88852566213879,0.900476168592671
720,2.55329782494582,1.66398340333899,2.10864061414241,0.889314421606831,0.898574890568912
740,2.55459758862326,1.66451923937972,2.10955841400149,0.890078349243544,0.901820995836604
760,2.55588333082149,1.66506636828563,2.11047484955356,0.890816962535859,0.907259445430092
780,2.55715478209921,1.66562498713942,2.11138988461931,0.891529794959791,0.904196837224523
800,2.55841168121228,1.66619528493718,2.11230348307473,0.892216396275101,0.902285925912459
820,2.55965377525735,1.66677744244767,2.11321560885251,0.892876332809683,0.903418712921263
840,2.56088081981022,1.66737163207675,2.11412622594348,0.893509187733477,0.901492189686614
860,2.56209257905893,1.66797801773718,2.11503529839806,0.894114561321748,0.905355479238894
880,2.56328882593138,1.66859675472382,2.1159427903276,0.894692071207563,0.907834621092642
900,2.56446934221754,1.66922798959423,2.11684866590588,0.895241352623301,0.90858688563284
920,2.56563391868602,1.66987186005497,2.1177528893705,0.895762058631046,0.905527609600412
940,2.5667823551951,1.67052849485338,2.11865542502424,0.896253860341723,0.908030434989575
960,2.56791446079797,1.67119801367514,2.11955623723656,0.896716447122831,0.90837535969428
980,2.56903005384224,1.67188052704759,2.12045529044492,0.897149526794643,0.908312550133578
1000,2.57012896206362,1.67257613624886,2.12135254915624,0.897552825814758,0.907197416997031
1020,2.57121102267373,1.67328493322286,2.1222479779483,0.897926089450869,0.907538158865252
1040,2.57227608244191,1.67400700050025,2.12314154147108,0.898269081941664,0.909342632063902
1060,2.57332399777111,1.67474241112537,2.12403320444824,0.898581586645734,0.908813567910273
1080,2.57435463476765,1.67549122858924,2.12492293167845,0.89886340617841,0.909081871365527
1100,2.57536786930501,1.67625350676858,2.12581068803679,0.899114362536435,0.911257007945616
1120,2.57636358708137,1.67702928987098,2.12669643847618,0.899334297210394,0.911846263933632
1140,2.57734168367111,1.67781861238627,2.12758014802869,0.899523071284833,0.910499590746412
1160,2.57830206456999,1.67862149904399,2.12846178180699,0.899680565526,0.911393879936095
1180,2.57924464523426,1.6794379647771,2.12934130500568,0.899806680457159,0.913399650958931
1200,2.58016935111341,1.68026801469199,2.1302186829027,0.899901336421413,0.90983390882206
1220,2.58107611767668,1.68111164404466,2.13109388086067,0.899964473632029,0.911811173781768
1240,2.58196489043337,1.68196883822318,2.13196686432827,0.899996052210191,0.91210754133063
1260,2.5828356249467,1.68283957273651,2.13283759884161,0.899996052210191,0.910621312364116
1280,2.5836882868416,1.68372381320957,2.13370605002558,0.899964473632029,0.910612464454908
1300,2.58452285180592,1.68462151538451,2.13457218359522,0.899901336421414,0.910984956316247
1320,2.58533930558563,1.68553262512847,2.13543596535705,0.899806680457159,0.909422673114194
1340,2.58613764397345,1.68645707844745,2.13629736121045,0.899680565526,0.91375717729099
1360,2.58691787279141,1.68739480150658,2.13715633714899,0.899523071284833,0.910668908030225
1380,2.58768000786697,1.68834571065657,2.13801285926177,0.899334297210394,0.908945238219898
1400,2.58842407500298,1.68930971246654,2.13886689373476,0.899114362536435,0.909612539265135
1420,2.58915010994135,1.69028670376294,2.13971840685214,0.89886340617841,0.912927018546649
1440,2.58985815832051,1.69127657167477,2.14056736499764,0.898581586645734,0.906163947719874
1460,2.59054827562667,1.692279193685,2.14141373465584,0.898269081941664,0.910468734205484
1480,2.59122052713894,1.69329443768807,2.1422574824135,0.897926089450869,0.910789363535998
1500,2.59187498786831,1.69432216205355,2.14309857496093,0.897552825814758,0.91020770323443
1520,2.59251174249055,1.6953622156959,2.14393697909322,0.897149526794643,0.905572252709959
1540,2.59313088527303,1.6964144381502,2.14477266171162,0.896716447122831,0.9114726987665
1560,2.59373251999566,1.69747865965394,2.1456055898248,0.896253860341723,0.906820128272333
1580,2.59431675986571,1.69855470123467,2.14643573055019,0.895762058631046,0.907521856737958
1600,2.59488372742691,1.69964237480361,2.14726305111526,0.895241352623301,0.905186884363241
1620,2.59543355446258,1.70074148325502,2.1480875188588,0.894692071207563,0.905782531504588
1640,2.59596638189312,1.70185182057137,2.14890910123224,0.894114561321748,0.902562652088537
1660,2.59648235966766,1.70297317193419,2.14972776580092,0.893509187733476,0.903974006646872
1680,2.59698164665021,1.70410531384052,2.15054348024536,0.892876332809683,0.902468304281581
1700,2.59746441050011,1.70524801422501,2.15135621236256,0.892216396275101,0.902872682833402
1720,2.59793082754712,1.70640103258733,2.15216593006723,0.891529794959791,0.903416575868932
1740,2.59838108266104,1.70756412012518,2.15297260139311,0.890816962535859,0.902147393815905
1760,2.59881536911597,1.70873701987242,2.15377619449419,0.890078349243544,0.903195427978331
1780,2.59923388844943,1.70991946684259,2.15457667764601,0.889314421606831,0.900746632580266
1800,2.59963685031624,1.71111118817745,2.15537401924685,0.88852566213879,0.894293063724334
1820,2.60002447233743,1.71231190330063,2.15616818781903,0.887712569036806,0.89795256977204
1840,2.60039697994409,1.71352132407619,2.15695915201014,0.886875655867909,0.900339608855064
1860,2.60075460621646,1.71473915497207,2.15774688059426,0.886015451244395,0.899346699930586
1880,2.6010975917182,1.71596509322826,2.15853134247323,0.885132498489942,0.900336550095925
1900,2.60142618432604,1.7171988290296,2.15931250667782,0.884227355296434,0.893982286802904
1920,2.60174063905487,1.71844004568316,2.16009034236901,0.883300593371713,0.897222228304141
1940,2.60204121787842,1.71968841979995,2.16086481883919,0.882352798078472,0.893939463234684
1960,2.60232818954561,1.72094362148107,2.16163590551334,0.881384568064535,0.894047377111222
1980,2.60260182939265,1.72220531450792,2.16240357195029,0.880396514884731,0.892282166555317
2000,2.60286241915118,1.72347315653656,2.16316778784387,0.879389262614624,0.891508931184785
2020,2.60311024675233,1.72474679929599,2.16392852302416,0.878363447456338,0.89007606667765
2040,2.60334560612698,1.72602588879027,2.16468574745863,0.877319717336714,0.887702029073062
2060,2.60356879700239,1.72731006550432,2.16543943125335,0.876258731498065,0.882768493872125
2080,2.60378012469508,1.7285989646133,2.16618954465419,0.875181160081788,0.883971525493174
2100,2.60397989990049,1.7298922161954,2.16693605804795,0.874087683705086,0.882267511026555
2120,2.60416843847909,1.73118944544801,2.16767894196355,0.872978993031074,0.883295993995755
2140,2.60434606123949,1.73249027290694,2.16841816707322,0.871855788332547,0.878206069209639
2160,2.60451309371844,1.73379431466877,2.16915370419361,0.870718779049664,0.882698193126167
2180,2.6046698659579,1.73510118261604,2.16988552428697,0.86956868334186,0.882795495743942
2200,2.60481671227942,1.73641048464519,2.1706135984623,0.868406227634234,0.876710679991247
2220,2.60495397105585,1.73772182489712,2.17133789797649,0.867232146158726,0.878282007758456
2240,2.6050819844806,1.73903480399024,2.17205839423542,0.86604718049036,0.876320743130775
2260,2.60520109833456,1.74034901925571,2.17277505879513,0.864852079078852,0.87519949858094
2280,2.60531166175088,1.74166406497501,2.17348786336294,0.863647596775866,0.876548616427362
2300,2.60541402697767,1.74297953261943,2.17419677979855,0.862434494358243,0.8732860262662
2320,2.60550854913887,1.7442950110914,2.17490178011514,0.861213538047469,0.871373516669468
2340,2.60559558599337,1.74561008696765,2.17560283648051,0.85998549902572,0.869091118559811
2360,2.60567549769254,1.74692434474377,2.17629992121815,0.858751152948764,0.870271895518724
2380,2.60574864653638,1.74823736708034,2.17699300680836,0.857511279456038,0.869410984668988
2400,2.60581539672841,1.7495487350502,2.1776820658893,0.856266661678215,0.867795789461186
2420,2.60587611412938,1.75085802838682,2.1783670712581,0.855018085742561,0.867043833705106
2440,2.60593116601012,1.75216482573372,2.17904799587192,0.853766340276397,0.866553071626888
2460,2.60598092080352,1.75346870489453,2.17972481284902,0.852512215908988,0.865893074037837
2480,2.60602574785591,1.75476924308374,2.18039749546983,0.851256504772167,0.861405572789014
2500,2.60606601717798,1.75606601717798,2.18106601717798,0.85,0.861506015963139
2520,2.60610209919531,1.75735860396748,2.18173035158139,0.848743495227833,0.860990401637271
2540,2.60613436449878,1.75864658040777,2.18239047245327,0.847487784091012,0.858929851699045
2560,2.60616318359499,1.75992952387138,2.18304635373319,0.846233659723604,0.858258208162202
2580,2.60618892665678,1.76120701239934,2.18369796952806,0.844981914257439,0.854277805734035
2600,2.6062119632741,1.76247862495232,2.18434529411321,0.843733338321785,0.856325233442685
2620,2.60623266220537,1.7637439416614,2.18498830193338,0.842488720543962,0.852866592774613
2640,2.60625139112934,1.76500254407811,2.18562696760373,0.841248847051236,0.852238825697737
2660,2.60626851639795,1.76625401542367,2.18626126591081,0.84001450097428,0.855262143847698
2680,2.60628440278989,1.76749794083736,2.18689117181363,0.838786461952531,0.849975744970527
2700,2.60629941326545,1.76873390762369,2.18751666044457,0.837565505641757,0.849530881147452
2720,2.60631390872248,1.76996150549835,2.18813770711042,0.836352403224134,0.842764671842938
2740,2.60632824775388,1.77118032683273,2.18875428729331,0.835147920921148,0.84828457890301
2760,2.60634278640654,1.7723899668969,2.18936637665172,0.83395281950964,0.848524774938573
2780,2.60635787794204,1.77359002410077,2.1899739510214,0.832767853841274,0.841822514988228
2800,2.60637387259925,1.77478010023349,2.19057698641637,0.831593772365766,0.842515337596736
2820,2.60639111735888,1.77595980070074,2.19117545902981,0.83043131665814,0.84031838113456
2840,2.60640995571022,1.77712873475989,2.19176934523505,0.829281220950336,0.836641961136058
2860,2.60643072742022,1.77828651575276,2.19235862158649,0.828144211667453,0.836803367651832
2880,2.60645376830496,1.77943276133603,2.19294326482049,0.827021006968925,0.838311067082249
2900,2.60647941000381,1.7805670937089,2.19352325185635,0.825912316294914,0.83733496975932
2920,2.60650797975628,1.78168913983807,2.19409855979718,0.824818839918212,0.837583905201872
2940,2.60653980018175,1.78279853167982,2.19466916593079,0.823741268501935,0.834441675541231
2960,2.60657518906228,1.78389490639899,2.19523504773063,0.822680282663287,0.833401556200571
2980,2.6066144591285,1.78497790658484,2.19579618285667,0.821636552543662,0.836135696908619
3000,2.60665791784893,1.78604718046355,2.19635254915624,0.820610737385376,0.830543914683377
3020,2.6067058672226,1.78710238210733,2.19690412466496,0.81960348511527,0.829381119813813
3040,2.60675860357531,1.78814317163985,2.19745088760758,0.818615431935465,0.831023250042028
3060,2.60681641735958,1.78916921543805,2.19799281639882,0.817647201921528,0.830163502487505
3080,2.60687959295841,1.79018018633012,2.19852988964426,0.816699406628287,0.828032826969613
3100,2.60694840849297,1.7911757637894,2.19906208614118,0.815772644703566,0.827212044975881
3120,2.6070231356344,1.79215563412434,2.19958938487937,0.814867501510058,0.824910072198359
3140,2.60710403941978,1.79311949066417,2.20011176504198,0.813984548755605,0.827840514025055
3160,2.60719137807237,1.79406703394028,2.20062920600632,0.813124344132091,0.82494917503171
3180,2.60728540282632,1.79499797186313,2.20114168734473,0.812287430963195,0.825204615507446
3200,2.60738635775591,1.7959120198947,2.2016491888253,0.811474337861211,0.825131629652935
3220,2.60749447960935,1.79680890121618,2.20215169041276,0.810685578393169,0.8235215254575
3240,2.60760999764743,1.79768834689098,2.2026491722692,0.809921650756456,0.817194129687696
3260,2.60773313348697,1.79855009602282,2.20314161475489,0.809183037464141,0.822760325550518
3280,2.60786410094915,1.79939389590894,2.20362899842905,0.808470205040209,0.818815342057318
3300,2.60800310591304,1.80021950218814,2.20411130405059,0.807783603724899,0.819403997323378
3320,2.60815034617408,1.80102667898377,2.20458851257893,0.807123667190318,0.818890814103677
3340,2.60830601130794,1.80181519904141,2.20506060517467,0.806490812266524,0.814495434576282
3360,2.60847028253956,1.8025848438613,2.20552756320043,0.805885438678253,0.820353813793758
3380,2.60864333261771,1.80333540382527,2.20598936822149,0.805307928792437,0.817359210432195
3400,2.60882532569493,1.80406667831823,2.20644600200658,0.804758647376699,0.8175914372236
3420,2.60901641721306,1.80477847584411,2.20689744652858,0.804237941368954,0.815395478301571
3440,2.60921675379438,1.8054706141361,2.20734368396524,0.803746139658277,0.816228413264623
3460,2.60942647313845,1.80614292026128,2.20778469669987,0.803283552877169,0.814657618468114
3480,2.60964570392471,1.80679523071935,2.20822046732203,0.802850473205357,0.813750691239582
3500,2.60987456572088,1.80742739153563,2.20865097862826,0.802447174185242,0.816019430705704
3520,2.61011316889726,1.80803925834812,2.20907621362269,0.802073910549131,0.813389151987377
3540,2.61036161454695,1.80863069648862,2.20949615551779,0.801730918058336,0.810993332094625
3560,2.61061999441209,1.80920158105782,2.20991078773496,0.801418413354266,0.814005053665297
3580,2.61088839081603,1.80975179699444,2.21032009390523,0.801136593821591,0.811044723663341
3600,2.61116687660169,1.81028123913812,2.2107240578699,0.800885637463566,0.811110216887499
3620,2.61145551507597,1.81078981228636,2.21112266368117,0.800665702789606,0.811020679203463
3640,2.61175435996033,1.81127743124517,2.21151589560275,0.800476928715168,0.814166319087643
3660,2.61206345534753,1.81174402087353,2.21190373811053,0.800319434474,0.812061682222917
3680,2.61238283566456,1.81218951612172,2.21228617589314,0.800193319542841,0.809434702401842
3700,2.61271252564189,1.8126138620633,2.2126631938526,0.800098663578586,0.810911078560868
3720,2.61305254028887,1.8130170139209,2.21303477710488,0.800035526367971,0.812688343805134
3740,2.61340288487542,1.81339893708561,2.21340091098052,0.80000394778981,0.81111375627044
3760,2.61376355492007,1.81375960713026,2.21376158102517,0.80000394778981,0.810500175752478
3780,2.61413453618419,1.81409900981621,2.2141167730002,0.800035526367971,0.807220869617258
3800,2.61451580467253,1.81441714109394,2.21446647288324,0.800098663578587,0.809180221649575
3820,2.61490732664015,1.81471400709731,2.21481066686873,0.800193319542841,0.811640775769211
3840,2.61530905860549,1.81498962413149,2.21514934136849,0.800319434474,0.808177906625484
3860,2.61572094736981,1.81524401865465,2.21548248301223,0.800476928715168,0.810997641054916
3880,2.61614293004288,1.81547722725328,2.21581007864808,0.800665702789606,0.811117950218401
3900,2.61657493407492,1.81568929661135,2.21613211534313,0.800885637463566,0.810995331791615
3920,2.61701687729473,1.81588028347313,2.21644858038393,0.801136593821591,0.81073635635051
3940,2.6174686679541,1.81605025459984,2.21675946127697,0.801418413354266,0.814589549312475
3960,2.61793020477838,1.81619928672004,2.21706474574921,0.801730918058336,0.809831951866157
3980,2.61840137702311,1.81632746647398,2.21736442174854,0.802073910549131,0.815013127069334
4000,2.61888206453689,1.81643489035165,2.21765847744427,0.802447174185242,0.813341705092574
4020,2.61937213783026,1.8165216646249,2.21794690122758,0.802850473205357,0.813798637974766
4040,2.61987145815058,1.81658790527341,2.218229681712,0.803283552877169,0.816038426494693
4060,2.62037987756296,1.81663373790469,2.21850680773382,0.803746139658277,0.816224110292735
4080,2.62089723903708,1.81665929766813,2.21877826835261,0.804237941368954,0.821978832312731
4100,2.62142337653989,1.81666472916319,2.21904405285154,0.804758647376699,0.813458642778143
4120,2.62195811513413,1.81665018634169,2.21930415073791,0.805307928792437,0.818384428193639
4140,2.62250127108263,1.81661583240438,2.2195585517435,0.805885438678253,0.8195769230477
4160,2.62305265195825,1.81656183969173,2.21980724582499,0.806490812266524,0.819361179159885
4180,2.62361205675952,1.81648838956921,2.22005022316437,0.807123667190317,0.819040569426309
4200,2.62417927603174,1.81639567230685,2.22028747416929,0.807783603724899,0.820535240558532
4220,2.62475409199362,1.81628388695341,2.22051898947352,0.808470205040209,0.81441335347328
4240,2.62533627866927,1.81615324120513,2.2207447599372,0.809183037464141,0.822273753263155
4260,2.62592560202555,1.81600395126909,2.22096477664732,0.809921650756456,0.822181862799211
4280,2.62652182011457,1.8158362417214,2.22117903091799,0.810685578393169,0.82407294608999
4300,2.62712468322142,1.81565034536021,2.22138751429081,0.811474337861211,0.82231958277254
4320,2.62773393401683,1.81544650305363,2.22159021853523,0.812287430963195,0.823929133644276
4340,2.62834930771487,1.81522496358278,2.22178713564882,0.813124344132091,0.824478968706352
4360,2.62897053223544,1.81498598347983,2.22197825785764,0.813984548755605,0.822555779143247
4380,2.62959732837153,1.81472982686147,2.2221635776165,0.814867501510058,0.829634627524979
4400,2.63022940996109,1.81445676525752,2.2223430876093,0.815772644703566,0.823192595657871
4420,2.63086648406344,1.81416707743516,2.2225167807493,0.816699406628287,0.828307069800066
4440,2.63150825114014,1.81386104921862,2.22268465017938,0.817647201921528,0.827671418594572
4460,2.63215440524008,1.81353897330462,2.22284668927235,0.818615431935465,0.831621243749989
4480,2.63280463418882,1.81320114907355,2.22300289163118,0.81960348511527,0.831276987334434
4500,2.63345861978196,1.81284788239658,2.22315325108927,0.820610737385376,0.827793081637539
4520,2.63411603798252,1.81247948543886,2.22329776171069,0.821636552543662,0.835917706210633
4540,2.63477655912204,1.81209627645875,2.2234364177904,0.822680282663287,0.832700732402913
4560,2.63543984810547,1.81169857960353,2.2235692138545,0.823741268501935,0.832383788808706
4580,2.63610556461953,1.81128672470132,2.22369614466043,0.824818839918212,0.834804274304663
4600,2.63677336334463,1.81086104704971,2.22381720519717,0.825912316294914,0.838652574185613
4620,2.63744289416993,1.81042188720101,2.22393239068547,0.827021006968925,0.837848532677307
4640,2.63811380241173,1.80996959074427,2.224041696578,0.828144211667453,0.834106995533518
4660,2.63878572903472,1.80950450808438,2.22414511855955,0.829281220950336,0.843709381801562
4680,2.63945831087627,1.80902699421813,2.2242426525472,0.83043131665814,0.841293589578699
4700,2.64013118087334,1.80853740850758,2.22433429469046,0.831593772365766,0.845113268945188
4720,2.64080396829211,1.80803611445084,2.22442004137148,0.832767853841274,0.846474693053281
4740,2.64147629895992,1.80752347945029,2.2244998892051,0.83395281950964,0.846415169419115
4760,2.64214779549967,1.80699987457852,2.22457383503909,0.835147920921148,0.846881275464521
4780,2.64281807756625,1.80646567434212,2.22464187595418,0.836352403224134,0.850752451282422
4800,2.64348676208512,1.80592125644336,2.22470400926424,0.837565505641757,0.846237552808648
4820,2.64415346349261,1.80536700154008,2.22476023251635,0.838786461952531,0.849014233107532
4840,2.64481779397804,1.80480329300376,2.2248105434909,0.84001450097428,0.84898563341664
4860,2.64547936372734,1.8042305166761,2.22485494020172,0.841248847051236,0.85185074309066
4880,2.64613778116807,1.80364906062411,2.22489342089609,0.842488720543962,0.85106449653712
4900,2.64679265321575,1.80305931489397,2.22492598405486,0.843733338321785,0.857924370409672
4920,2.64744358552121,1.80246167126378,2.22495262839249,0.844981914257439,0.856870725394822
4940,2.64809018271892,1.80185652299532,2.22497335285712,0.846233659723604,0.858854706321522
4960,2.64873204867608,1.80124426458507,2.22498815663057,0.847487784091012,0.860239143681946
4980,2.64936878674234,1.8006252915145,2.22499703912842,0.848743495227833,0.863664394233677
5000,2.65,1.8,2.225,0.85,0.860232971619264
5020,2.6506252915145,1.79936878674234,2.22499703912842,0.851256504772167,0.860029135118936
5040,2.65124426458507,1.79873204867608,2.22498815663057,0.852512215908988,0.861830202903548
5060,2.65185652299532,1.79809018271892,2.22497335285712,0.853766340276397,0.866416082553116
5080,2.65246167126378,1.79744358552121,2.22495262839249,0.855018085742561,0.866916213321277
5100,2.65305931489397,1.79679265321575,2.22492598405486,0.856266661678215,0.868378735722713
5120,2.65364906062411,1.79613778116807,2.22489342089609,0.857511279456038,0.869511470823954
5140,2.6542305166761,1.79547936372734,2.22485494020172,0.858751152948764,0.869709317598118
5160,2.65480329300376,1.79481779397804,2.2248105434909,0.85998549902572,0.868098607091042
5180,2.65536700154008,1.79415346349261,2.22476023251635,0.861213538047469,0.873165455659976
5200,2.65592125644336,1.79348676208512,2.22470400926424,0.862434494358243,0.877197844820049
5220,2.65646567434212,1.79281807756625,2.22464187595418,0.863647596775866,0.872833492319776
5240,2.65699987457852,1.79214779549967,2.22457383503909,0.864852079078852,0.878428816696899
5260,2.65752347945029,1.79147629895992,2.2244998892051,0.86604718049036,0.880357492669009
5280,2.65803611445084,1.79080396829211,2.22442004137148,0.867232146158726,0.877106166426137
5300,2.65853740850758,1.79013118087335,2.22433429469046,0.868406227634234,0.879908881258155
5320,2.65902699421813,1.78945831087627,2.2242426525472,0.86956868334186,0.881649131355762
5340,2.65950450808438,1.78878572903472,2.22414511855955,0.870718779049664,0.884473830211807
5360,2.65996959074427,1.78811380241173,2.224041696578,0.871855788332547,0.885602609243311
5380,2.66042188720101,1.78744289416993,2.22393239068547,0.872978993031074,0.88479221204885
5400,2.66086104704971,1.78677336334463,2.22381720519717,0.874087683705086,0.885915932826624
5420,2.66128672470132,1.78610556461953,2.22369614466043,0.875181160081788,0.885651291463405
5440,2.66169857960353,1.78543984810547,2.2235692138545,0.876258731498065,0.88819437399307
5460,2.66209627645875,1.78477655912204,2.2234364177904,0.877319717336714,0.885339270845271
5480,2.66247948543886,1.78411603798252,2.22329776171069,0.878363447456338,0.890971270590771
5500,2.66284788239658,1.78345861978196,2.22315325108927,0.879389262614624,0.895552569383402
5520,2.66320114907355,1.78280463418882,2.22300289163118,0.880396514884731,0.894203647819295
5540,2.66353897330462,1.78215440524008,2.22284668927235,0.881384568064535,0.889957302382412
5560,2.66386104921862,1.78150825114014,2.22268465017938,0.882352798078472,0.896506125751683
5580,2.66416707743516,1.78086648406344,2.2225167807493,0.883300593371713,0.891526557960979
5600,2.66445676525752,1.78022940996109,2.2223430876093,0.884227355296435,0.898317511820267
5620,2.66472982686147,1.77959732837153,2.2221635776165,0.885132498489942,0.896797117953233
5640,2.66498598347983,1.77897053223544,2.22197825785764,0.886015451244395,0.894585050643635
5660,2.66522496358278,1.77834930771487,2.22178713564882,0.886875655867909,0.89623069037532
5680,2.66544650305363,1.77773393401683,2.22159021853523,0.887712569036806,0.899664488749773
5700,2.66565034536021,1.77712468322142,2.22138751429081,0.88852566213879,0.901999045047206
5720,2.6658362417214,1.77652182011457,2.22117903091799,0.889314421606831,0.899319461663664
5740,2.66600395126909,1.77592560202555,2.22096477664732,0.890078349243544,0.899375446386653
5760,2.66615324120513,1.77533627866927,2.2207447599372,0.890816962535859,0.901032786473147
5780,2.66628388695341,1.77475409199362,2.22051898947352,0.891529794959791,0.904555001060776
5800,2.66639567230685,1.77417927603174,2.22028747416929,0.892216396275101,0.905552704143225
5820,2.66648838956921,1.77361205675952,2.22005022316437,0.892876332809682,0.904579442769755
5840,2.66656183969173,1.77305265195825,2.21980724582499,0.893509187733477,0.907956616212949
5860,2.66661583240438,1.77250127108263,2.2195585517435,0.894114561321748,0.905420099754157
5880,2.66665018634169,1.77195811513413,2.21930415073791,0.894692071207563,0.907487757362935
5900,2.66666472916319,1.77142337653989,2.21904405285154,0.895241352623301,0.904891452161435
5920,2.66665929766813,1.77089723903708,2.21877826835261,0.895762058631046,0.907866218954681
5940,2.66663373790469,1.77037987756296,2.21850680773382,0.896253860341723,0.908263207766404
5960,2.66658790527341,1.76987145815058,2.218229681712,0.896716447122831,0.907342339695989
5980,2.6665216646249,1.76937213783026,2.21794690122758,0.897149526794643,0.907968672722083
6000,2.66643489035165,1.76888206453689,2.21765847744427,0.897552825814758,0.910412498451486
6020,2.66632746647398,1.76840137702311,2.21736442174854,0.897926089450869,0.911273010112038
6040,2.66619928672004,1.76793020477838,2.21706474574921,0.898269081941664,0.907462637031076
6060,2.66605025459984,1.7674686679541,2.21675946127697,0.898581586645734,0.90903633713289
6080,2.66588028347313,1.76701687729473,2.21644858038393,0.89886340617841,0.913147999050985
6100,2.66568929661135,1.76657493407492,2.21613211534313,0.899114362536435,0.911856082161038
6120,2.66547722725328,1.76614293004288,2.21581007864808,0.899334297210394,0.914919753350271
6140,2.66524401865465,1.76572094736981,2.21548248301223,0.899523071284833,0.910345790557355
6160,2.66498962413149,1.76530905860549,2.21514934136849,0.899680565526,0.910853031612165
6180,2.66471400709731,1.76490732664015,2.21481066686873,0.899806680457159,0.910922180846307
6200,2.66441714109394,1.76451580467253,2.21446647288324,0.899901336421414,0.911105573520253
6220,2.66409900981621,1.76413453618418,2.2141167730002,0.899964473632029,0.913790074773187
6240,2.66375960713026,1.76376355492007,2.21376158102517,0.899996052210191,0.913586760601697
6260,2.66339893708561,1.76340288487542,2.21340091098052,0.899996052210191,0.919693895350235
6280,2.6630170139209,1.76305254028887,2.21303477710488,0.899964473632029,0.914171120295903
6300,2.6626138620633,1.76271252564189,2.2126631938526,0.899901336421413,0.907177518185779
6320,2.66218951612172,1.76238283566456,2.21228617589314,0.899806680457159,0.90998974370504
6340,2.66174402087353,1.76206345534753,2.21190373811053,0.899680565526,0.911730718692431
6360,2.66127743124517,1.76175435996033,2.21151589560275,0.899523071284833,0.909614498171983
6380,2.66078981228636,1.76145551507597,2.21112266368117,0.899334297210394,0.910184979558416
6400,2.66028123913812,1.76116687660169,2.2107240578699,0.899114362536435,0.910436632400779
6420,2.65975179699444,1.76088839081603,2.21032009390523,0.89886340617841,0.909473515778772
6440,2.65920158105782,1.76061999441209,2.20991078773496,0.898581586645734,0.906457183683864
6460,2.65863069648862,1.76036161454695,2.20949615551779,0.898269081941664,0.909813426185625
6480,2.65803925834812,1.76011316889726,2.20907621362269,0.897926089450869,0.907453515214293
6500,2.65742739153563,1.75987456572088,2.20865097862826,0.897552825814758,0.909646391338846
